review,sentiment,cleaned_reviews,Cluster
"गीत-संगीत की बात की जाए, तो फिल्म देखते हुए इसका मजा नहीं मिलता।",neutral,गतसगत क बत क जए त फलम दखत हए इसक मज नह मलत,1
फिल्म में गाने कुछ ज्यादा हैं।,neutral,फलम म गन कछ जयद ह,1
संभव है पुरानी फिल्म के प्रशंसकों को 3 डी रूपांतरण बनावटी और कृत्रिम लगे।,neutral,सभव ह परन फलम क परशसक क  ड रपतरण बनवट और कतरम लग,1
"पिछली फिल्म के गानों नैनों में सपना और ताकी रे ताकी को इस फिल्म में रखा गया है, लेकिन जितेन्द्र-श्रीदेवी का जादू जगाने में अजय देवगन-तमन्ना असफल रहे हैं।",neutral,पछल फलम क गन नन म सपन और तक र तक क इस फलम म रख गय ह लकन जतनदरशरदव क जद जगन म अजय दवगनतमनन असफल रह ह,1
केएलपीडी  फिल्म की कहानी दिल्ली मेट्रो के एक स्टेशन पर लोकेश दुग्गल विवेक ओबेराय के साथ शुरू होती है।,neutral,कएलपड  फलम क कहन दलल मटर क एक सटशन पर लकश दगगल ववक ओबरय क सथ शर हत ह,1
व्हाट द फिश' केवल डिंपल कपाड़िया की फिल्म नहीं है।,neutral,वहट द फश कवल डपल कपड़य क फलम नह ह,1
"वैसे भी कहानी में गानों के लिए गुंजाइश नहीं थी , और जो गाना फिल्म में है , फिल्म में कब आया और कब चला गया दर्शकों को पता ही नहीं चलता।",neutral,वस भ कहन म गन क लए गजइश नह थ  और ज गन फलम म ह  फलम म कब आय और कब चल गय दरशक क पत ह नह चलत,1
"पिंडारी, अंग्रेज, उन्नीसवीं सदी का भारत कुछ भी तो फिल्म में ढंग से रेखांकित नहीं हो पाया है।",neutral,पडर अगरज उननसव सद क भरत कछ भ त फलम म ढग स रखकत नह ह पय ह,1
फिल्म का कथ्य रोचक और महत्वपूर्ण है।,neutral,फलम क कथय रचक और महतवपरण ह,1
सबसे मुश्किल दौर मल्लिका शेरावत के लिए आने वाला है क्योंकि उन्हें पता ही नहीं है कि हॉलीवुड से लौटने के बाद हिंदी सिनेमा में किस तरह की फिल्में करनी चाहिए।,neutral,सबस मशकल दर मललक शरवत क लए आन वल ह कयक उनह पत ह नह ह क हलवड स लटन क बद हद सनम म कस तरह क फलम करन चहए,1
"दरअसल, यह फिल्म से ज्यादा एक अधेड़ उम्र के आदमी की फैंटेसी लगती है।",neutral,दरअसल यह फलम स जयद एक अधड उमर क आदम क फटस लगत ह,1
इन कहानियों को बंगाल में फिल्मों और धारावाहिकों में ढाला गया है।,neutral,इन कहनय क बगल म फलम और धरवहक म ढल गय ह,1
और तो और हर फिल्म पिछली से बेहतर नजर आती है।,neutral,और त और हर फलम पछल स बहतर नजर आत ह,1
स फिल्म में एनीमेशन में अधिक मेहनत नहीं की गई है।,neutral,स फलम म एनमशन म अधक महनत नह क गई ह,1
सच कहें तो मनोज बाजपेयी की मौजूदगी ने फिल्म को नया आयाम दे दिया है।,neutral,सच कह त मनज बजपय क मजदग न फलम क नय आयम द दय ह,1
फिल्म की खूबियों में इसका छायांकन और पाश्‌र्र्व संगीत भी है।,neutral,फलम क खबय म इसक छयकन और पशररव सगत भ ह,1
उन्हें फिल्म का हिस्सा समझकर न देखें।,neutral,उनह फलम क हसस समझकर न दख,1
श्रेया नारायण फिल्म में बहू की भूमिका में हैं।,neutral,शरय नरयण फलम म बह क भमक म ह,1
फिल्म भी थोड़ी लंबी हो गई है।,neutral,फलम भ थड लब ह गई ह,1
"फिल्म में आगे वह जाहिर होता है, फिर भी ड्रामा नहीं बन पाता।",neutral,फलम म आग वह जहर हत ह फर भ डरम नह बन पत,1
दिल को छूता सुरीला म्यूजिक फिल्म का प्लस पॉइंट है।,neutral,दल क छत सरल मयजक फलम क पलस पइट ह,1
एक बकरे के बहाने भारतीय समाज की कहानी कहती 'ये है बकरापुर' छोटी और सारगर्भित फिल्म है।,neutral,एक बकर क बहन भरतय समज क कहन कहत य ह बकरपर छट और सरगरभत फलम ह,1
हिंदी फिल्मों से वंचित शहरी जीवन के अंतरों में बसे आम आदमी के सुख-दुख को यह समानुभूति के साथ पेश करती है।,neutral,हद फलम स वचत शहर जवन क अतर म बस आम आदम क सखदख क यह समनभत क सथ पश करत ह,1
इंटरवल से पहले फिल्म की रफ्तार काफी सुस्त है।,neutral,इटरवल स पहल फलम क रफतर कफ ससत ह,1
अपूर्व ने फॉर्मुला फिल्म में भी नयापन का छौंका लगाया है।,neutral,अपरव न फरमल फलम म भ नयपन क छक लगय ह,1
सई परांजपे की 'चश्मे बद्दूर' अच्छी और मनोरंजक फिल्म थी।,neutral,सई परजप क चशम बददर अचछ और मनरजक फलम थ,1
फिल्म के प्रचार में यह धोखा गढ़ा गया है।,neutral,फलम क परचर म यह धख गढ गय ह,1
"अच्छे व्यंग्य की संभावना की यह फिल्म कमजोर पटकटथा, अयोग्य कलाकारों और अकुशल निर्देशन की वजह से भटक गई है।",neutral,अचछ वयगय क सभवन क यह फलम कमजर पटकटथ अयगय कलकर और अकशल नरदशन क वजह स भटक गई ह,1
यह आज के दौर की फिल्म है।,neutral,यह आज क दर क फलम ह,1
साजिद खान की हिम्मतवाला शुद्ध मसालेदार फिल्म है।,neutral,सजद खन क हममतवल शदध मसलदर फलम ह,1
"प्रेम, पुनर्जन्म, पॉपुलर म्यूजिक, फैशन, फोटोग्राफी, स्टेज परफॉरमेंस जैसी चुनी हुई घटनाओं और प्रसंगों के साथ फिल्म तैयार कर ली गई है।",neutral,परम पनरजनम पपलर मयजक फशन फटगरफ सटज परफरमस जस चन हई घटनओ और परसग क सथ फलम तयर कर ल गई ह,1
मेरे खयाल में फिल्म का कथ्य उस सामान्य दृश्य में है जब लायक अपनी मां से पिता के बारे में पूछता है।,neutral,मर खयल म फलम क कथय उस समनय दशय म ह जब लयक अपन म स पत क बर म पछत ह,1
लेखक और निर्देशक देवांग ढो़लकिया ने फिल्म के पहले ही सीन में सनी लियोन को कम कपड़ों में दिखाकर यह बता दिया है कि आगे होने क्या वाला है।,neutral,लखक और नरदशक दवग ढलकय न फलम क पहल ह सन म सन लयन क कम कपड म दखकर यह बत दय ह क आग हन कय वल ह,1
नाम और इंटरवल के पहले के विस्तृत निरूपण से लग सकता है कि यह फिल्म कोल माफिया के तौर-तरीकों पर केंद्रित होगी।,neutral,नम और इटरवल क पहल क वसतत नरपण स लग सकत ह क यह फलम कल मफय क तरतरक पर कदरत हग,1
रोहन सिप्पी की फिल्मों में गीन-संगीत थोड़ा अलग रहता है।,neutral,रहन सपप क फलम म गनसगत थड़ अलग रहत ह,1
इमरान और भट्ट कैंप की अन्य फिल्मों की तरह इसके भी गीत-संगीत मधुरता लिए हैं।,neutral,इमरन और भटट कप क अनय फलम क तरह इसक भ गतसगत मधरत लए ह,1
इंटरवल तक यह फिल्म लंबे सिक्वेंस की वजह से ऊब पैदा करती है।,neutral,इटरवल तक यह फलम लब सकवस क वजह स ऊब पद करत ह,1
हंसी-मजाक के माहौल में फिल्म की शूटिंग आरंभ होती है।,neutral,हसमजक क महल म फलम क शटग आरभ हत ह,1
केतन मेहता की यह फिल्म छह सालों के अंतराल के बावजूद पुरानी और बासी नहीं लगती।,neutral,कतन महत क यह फलम छह सल क अतरल क बवजद परन और बस नह लगत,1
ऐसा देखने में आता है कि हॉलीवुड स्टार ऑफबीट फिल्मों के साथ बेहतरीन काम करते हैं।,neutral,ऐस दखन म आत ह क हलवड सटर ऑफबट फलम क सथ बहतरन कम करत ह,1
ऐसा इसलिए क्योंकि यह फिल्म शूट की गई थी साल 2012 में।,neutral,ऐस इसलए कयक यह फलम शट क गई थ सल  म,1
फिल्म का यह रोचक दृष्टांत है।,neutral,फलम क यह रचक दषटत ह,1
फिल्म के लेखक मिलाप झावेरी और तुषार हीरानंदानी ने पुरानी 'मस्ती' की स्टोरी लाइन को ही अपनाया है।,neutral,फलम क लखक मलप झवर और तषर हरनदन न परन मसत क सटर लइन क ह अपनय ह,1
यह बात तब और दिलचस्‍प लगती है जब यह भेद किसी फ़ि‍ल्‍मकार की पहली ही फ़ि‍ल्‍म में दिखे.,neutral,यह बत तब और दलचसप लगत ह जब यह भद कस फलमकर क पहल ह फलम म दख,1
उनके बारे में मशहूर है कि वे अपनी प्रेमिकाओं की हमशक्लों को फिल्मों की हीरोइन बनाते हैं।,neutral,उनक बर म मशहर ह क व अपन परमकओ क हमशकल क फलम क हरइन बनत ह,1
विनय पाठक ऐसे सिंपल चरित्र कई फिल्मों में निभा चुके हैं।,neutral,वनय पठक ऐस सपल चरतर कई फलम म नभ चक ह,1
इस फिल्म की उपलब्धि गुलशन देवैइया और सौरभ दूबे हैं।,neutral,इस फलम क उपलबध गलशन दवइय और सरभ दब ह,1
इस सप्ताह रिलीज हुई फिल्म 'प्लेइंग इट कूल' के साथ भी कुछ ऐसा ही होता दिखाई देता है।,neutral,इस सपतह रलज हई फलम पलइग इट कल क सथ भ कछ ऐस ह हत दखई दत ह,1
फिल्म  सच्ची कहानी पर आधारित है तो कुछ सच्चाई वहां से ले लेनी थी।,neutral,फलम  सचच कहन पर आधरत ह त कछ सचचई वह स ल लन थ,1
"फिल्म की कहानी 70-80 के दशक की उन फिल्मों की याद दिलाती है , जिनमें नायिका खुद को अबला , बेबस और पति को देवता समझती है। फिल्म की कहानी खुशहाल पति - पत्नी के बीच किसी तीसरे शख्स के आने की है। कहानी में कुछ भी नयापन नहीं है। ऐसा लगता है कि फिल्म के हीरो प्रकाश सागर ने बिना किसी तैयारी के कैमरा फेस किया है। कुछ यही हाल बाकी स्टार कास्ट का भी है।",neutral,फलम क कहन  क दशक क उन फलम क यद दलत ह  जनम नयक खद क अबल  बबस और पत क दवत समझत ह फलम क कहन खशहल पत  पतन क बच कस तसर शखस क आन क ह कहन म कछ भ नयपन नह ह ऐस लगत ह क फलम क हर परकश सगर न बन कस तयर क कमर फस कय ह कछ यह हल बक सटर कसट क भ ह,1
फिल्म के निर्देशन और तकनीक पक्ष की बात न ही की जाए तो बेहतर है।,neutral,फलम क नरदशन और तकनक पकष क बत न ह क जए त बहतर ह,1
इस फिल्म के लिए चुनने के साथ उन्हें उनके अतीत के संदर्भ के साथ पेश किया गया है।,neutral,इस फलम क लए चनन क सथ उनह उनक अतत क सदरभ क सथ पश कय गय ह,1
फिल्म पाकिस्तानी समाज के अन्य पहलुओं को भी चलते-चलते उजागर करती है।,neutral,फलम पकसतन समज क अनय पहलओ क भ चलतचलत उजगर करत ह,1
म्यूजिक की दो पॉपुलर प्रतिभाएं (हिमेश रेशमिया और हनी सिंह) इस फिल्म से जुड़ी हैं।,neutral,मयजक क द पपलर परतभए हमश रशमय और हन सह इस फलम स जड़ ह,1
फिल्म 'कुछ कुछ लोचा है' में बहुत लोचे हैं।,neutral,फलम कछ कछ लच ह म बहत लच ह,1
आशीष आर. मोहन की 'खिलाड़ी 786' की प्रस्तुति में हाल-फिलहाल में सफल रही मसाला फिल्मों का सीधा प्रभाव है।,neutral,आशष आर महन क खलड़  क परसतत म हलफलहल म सफल रह मसल फलम क सध परभव ह,1
फिल्म की पैकेजिंग और संगीत इसकी जान है।,neutral,फलम क पकजग और सगत इसक जन ह,1
फिल्म के गाने ठीक-ठाक हैं।,neutral,फलम क गन ठकठक ह,1
दिख रहा है कि वे हर फिल्म के साथ आगे बढ़ रहे हैं।,neutral,दख रह ह क व हर फलम क सथ आग बढ रह ह,1
इस फिल्म में सनी लियोनी ने अपने किरदार के साथ जीने की कोशिश की है।,neutral,इस फलम म सन लयन न अपन करदर क सथ जन क कशश क ह,1
इनमें पिछली चार फिल्मों की झलक भी देखने को मिलती है।,neutral,इनम पछल चर फलम क झलक भ दखन क मलत ह,1
"कुल मिलाकर हिंदी फिल्मों में अच्छी कहानी का अभाव है, यह बात एक बार फिर सामने आई 'बेवकूफियां' के जरिए।",neutral,कल मलकर हद फलम म अचछ कहन क अभव ह यह बत एक बर फर समन आई बवकफय क जरए,1
अगर पटकथा और चुस्त रहती तो यह फिल्म 'किसने की होगी हत्या' जोनर की सफल फिल्म होती।,neutral,अगर पटकथ और चसत रहत त यह फलम कसन क हग हतय जनर क सफल फलम हत,1
इस दौर और माहौल में जॉन अब्राहम की प्रोडक्शन कंपनी जेए एंटरटेनमेंट की पहली फिल्म विक्की डोनर खूबसूरत साहस और प्रयास है।,neutral,इस दर और महल म जन अबरहम क परडकशन कपन जए एटरटनमट क पहल फलम वकक डनर खबसरत सहस और परयस ह,1
इस फिल्म में गीत-संगीत की अधिक आवश्यकता नहीं थी।,neutral,इस फलम म गतसगत क अधक आवशयकत नह थ,1
इस फिल्म का अंत सटीक और निर्दोषपूर्ण  है।,neutral,इस फलम क अत सटक और नरदषपरण  ह,1
फिल्म अविश्वसनीय रूप से धीमी और शांत है।,neutral,फलम अवशवसनय रप स धम और शत ह,1
यह फिल्म हिमेश रेशमिया की है।,neutral,यह फलम हमश रशमय क ह,1
फिल्म के आरंभ में आज और अतीत की इस समानता को केतन मेहता ने कोलाज के जरिए दिखाया है।,neutral,फलम क आरभ म आज और अतत क इस समनत क कतन महत न कलज क जरए दखय ह,1
"चूंकि पूरी फिल्म सेल्समैन के आसपास टिकी है , ऐसे में इसमें रोमांस वगैरह की कहीं गुंजाइश ना होने से गीत संगीत में फिल्म का यह कमजोर पक्ष है।",neutral,चक पर फलम सलसमन क आसपस टक ह  ऐस म इसम रमस वगरह क कह गजइश न हन स गत सगत म फलम क यह कमजर पकष ह,1
इस फिल्म की विशेषताओं में पटकथा और संवाद का उल्लेख आवश्यक हो जाता है।,neutral,इस फलम क वशषतओ म पटकथ और सवद क उललख आवशयक ह जत ह,1
फिल्म का गीत-संगीत कमजोर है।,neutral,फलम क गतसगत कमजर ह,1
मिथुन पूरी फिल्म में दमदार लगे हैं। बच्चों ने अपना रोल दिल से निभाया है। सीमा बिश्वास अपनी छोटी सी भूमिका में जमी है। इस फिल्म में चालू मसाले चाहे न हो लेकिन एक अच्छी फिल्म देखने वालों की कसौटी पर यह खरी उतरने का दम रखती है। पूरी फिल्म बंधी हुई है और दिलचस्प है,neutral,मथन पर फलम म दमदर लग ह बचच न अपन रल दल स नभय ह सम बशवस अपन छट स भमक म जम ह इस फलम म चल मसल चह न ह लकन एक अचछ फलम दखन वल क कसट पर यह खर उतरन क दम रखत ह पर फलम बध हई ह और दलचसप ह,1
इस उम्दा सोच की फिल्म को रजनीश ठाकुर उम्दा तरीके से पेश नहीं कर पाए हैं।,neutral,इस उमद सच क फलम क रजनश ठकर उमद तरक स पश नह कर पए ह,1
फिल्म में महिला किरदारों को सीमित स्पेस में ही पर्याप्त महत्व दिया गया है।,neutral,फलम म महल करदर क समत सपस म ह परयपत महतव दय गय ह,1
"स्मॉल स्क्रीन पर बतौर वीजे पहचान बना चुके गौरव कपूर पूरी फिल्म में बुझे-बुझे से लगते हैं। डाइरेक्टर ने उनसे ज्यादा फुटिज परमीत सेठी और गोविंद नामदेव को दी है , जिसे देखकर वाकई लगता है कि ' बेचारा गोविंद ' । बतौर निर्देशक वरुण न तो कलाकारों से ठीक काम करा पाए और न कहानी को ट्रैक पर रखने में कामयाब रहे। फिल्म के कई डबल मीनिंग डायलॉग सेंसर की कैंची से कैसे बचे रह गए , यह समझ से परे है। फिल्म का क्लाइमैक्स इतना बेहूदा और कमजोर हैं कि डाइरेक्टर की कला पर तरस आता है। ऐसे में अगर आप फिर भी इस गोविंद से मिलने थिअटर का रुख करते हैं , तो बेस्ट ऑफ लक...",neutral,समल सकरन पर बतर वज पहचन बन चक गरव कपर पर फलम म बझबझ स लगत ह डइरकटर न उनस जयद फटज परमत सठ और गवद नमदव क द ह  जस दखकर वकई लगत ह क  बचर गवद   बतर नरदशक वरण न त कलकर स ठक कम कर पए और न कहन क टरक पर रखन म कमयब रह फलम क कई डबल मनग डयलग ससर क कच स कस बच रह गए  यह समझ स पर ह फलम क कलइमकस इतन बहद और कमजर ह क डइरकटर क कल पर तरस आत ह ऐस म अगर आप फर भ इस गवद स मलन थअटर क रख करत ह  त बसट ऑफ लक,1
"कुछ ऐसा ही हाल निर्माता से ऐक्टर बने कमाल खान की फिल्म देशद्रोही का भी है। महाराष्ट्र में उत्तर भारतीयों को लेकर उठे विवाद को इस फिल्म में कैश कराने की कोशिश की गई है। लेकिन कमजोर डाइरेक्टर , लचर स्क्रिप्ट के अलावा निर्माता कमाल खान का हीरो बनना इस फिल्म का सबसे कमजोर पक्ष है। फिल्म के हीरो कमाल खान के कई ऐक्शन सीन ऐसे है , जिन्हें देखकर हंसी आती है। अगर कमाल इस फिल्म में हीरो बनने का मोह त्यागकर किसी अच्छे कलाकार को लेते तो निश्चित तौर से इस मुद्दे पर यह एक असरदार फिल्म बन सकती थी। फिल्म के कुछ संवाद ऐसे है जिन पर सेंसर को साउंड डिलीट करनी चाहिए थी।",neutral,कछ ऐस ह हल नरमत स ऐकटर बन कमल खन क फलम दशदरह क भ ह महरषटर म उततर भरतय क लकर उठ ववद क इस फलम म कश करन क कशश क गई ह लकन कमजर डइरकटर  लचर सकरपट क अलव नरमत कमल खन क हर बनन इस फलम क सबस कमजर पकष ह फलम क हर कमल खन क कई ऐकशन सन ऐस ह  जनह दखकर हस आत ह अगर कमल इस फलम म हर बनन क मह तयगकर कस अचछ कलकर क लत त नशचत तर स इस मदद पर यह एक असरदर फलम बन सकत थ फलम क कछ सवद ऐस ह जन पर ससर क सउड डलट करन चहए थ,1
फिल्म के एक नायक कबीर ग्रेवाल के 22 संबंध रह चुके हैं।,neutral,फलम क एक नयक कबर गरवल क  सबध रह चक ह,1
इन फिल्मों से दिखने लगा कि क्वांटिटी से ज्यादा क्वालिटी पर भी फोकस करना जरूरी होता है।,neutral,इन फलम स दखन लग क कवटट स जयद कवलट पर भ फकस करन जरर हत ह,1
फिल्म की खोज विदेशी कलाकार टालिया बेंस्टन हैं।,neutral,फलम क खज वदश कलकर टलय बसटन ह,1
और हां फिल्म के निर्माताओं को धन्यवाद कि उन्होंने ऐसे विध्वंयात्मक मनोरंजन के दौर में विक्रमादित्य की सोच को संबल दिया।,neutral,और ह फलम क नरमतओ क धनयवद क उनहन ऐस वधवयतमक मनरजन क दर म वकरमदतय क सच क सबल दय,1
फिल्म के कुछ लक्षण उल्लेखनीय हैं।,neutral,फलम क कछ लकषण उललखनय ह,1
दर्शकों की प्रतिक्रिया से निराश फिल्म की यूनिट क्लाइमेक्स बदलने तक की बात सोचने लगी थी।,neutral,दरशक क परतकरय स नरश फलम क यनट कलइमकस बदलन तक क बत सचन लग थ,1
फिल्म की लेखिका जूही चतुर्वेदी ने नए विषय और विचार की फिल्म को सरस रखा है।,neutral,फलम क लखक जह चतरवद न नए वषय और वचर क फलम क सरस रख ह,1
फिल्म देखें।,neutral,फलम दख,1
"वह एक सारगर्भित आर्ट हाउस फिल्म बनाना चाहता है, लेकिन परिस्थितियां उसके अनुकूल नहीं बन पातीं।",neutral,वह एक सरगरभत आरट हउस फलम बनन चहत ह लकन परसथतय उसक अनकल नह बन पत,1
फिल्म के एक्शन दृश्य भी ठीक हैं।,neutral,फलम क एकशन दशय भ ठक ह,1
अनायास ही यह फिल्म कई सच्चाइयों को उद्घाटित कर देती है।,neutral,अनयस ह यह फलम कई सचचइय क उदघटत कर दत ह,1
इस मनोरंजक फिल्म के लिए दर्शक सजग और जानकार हों तो ज्यादा मजा आएगा।,neutral,इस मनरजक फलम क लए दरशक सजग और जनकर ह त जयद मज आएग,1
अच्छे जोक्स की कमी फिल्म में साफ झलकती है।,neutral,अचछ जकस क कम फलम म सफ झलकत ह,1
एक और डरावनी फिल्म।,neutral,एक और डरवन फलम,1
"ऐसा नहीं है कि 'फटा पोस्टर निकला हीरो' निकृष्ट फिल्म है, लेकिन यह राजकुमार संतोषी के स्तर की फिल्म नहीं है।",neutral,ऐस नह ह क फट पसटर नकल हर नकषट फलम ह लकन यह रजकमर सतष क सतर क फलम नह ह,1
डायरेक्टर विशाल की यह पहली फिल्म है और उन्होंने कम पात्रों के बावजूद कहानी को कहीं बिखरने नहीं दिया।,neutral,डयरकटर वशल क यह पहल फलम ह और उनहन कम पतर क बवजद कहन क कह बखरन नह दय,1
फिल्म के बीच में थोड़ी देर के लिए अटकती है।,neutral,फलम क बच म थड दर क लए अटकत ह,1
गुरमीत सिंह और राजेश चावला ने मिलकर फिल्म की  चुस्त पटकथा गढ़ी है।,neutral,गरमत सह और रजश चवल न मलकर फलम क  चसत पटकथ गढ ह,1
फिल्म के कुछ संवाद अंग्रेजी में हैं।,neutral,फलम क कछ सवद अगरज म ह,1
फिल्म में एक्शन सीन अच्छे हैं।,neutral,फलम म एकशन सन अचछ ह,1
"नेहा धूपिया इस फिल्म में अपनी पिछली फिल्मों के मुकाबले अलग लुक और रोल में नजर आई हैं। वहीं, 'भेजा फ्राई' के बाद रजत और विनय के बीच की केमिस्ट्री गजब की है। अनुराधा मेनन अपने रोल में जमी हैं",neutral,नह धपय इस फलम म अपन पछल फलम क मकबल अलग लक और रल म नजर आई ह वह भज फरई क बद रजत और वनय क बच क कमसटर गजब क ह अनरध मनन अपन रल म जम ह,1
कुछ नया करने और दिखाने के चक्कर में फिल्म फिसल गई है।,neutral,कछ नय करन और दखन क चककर म फलम फसल गई ह,1
एक तो फिल्म के सारे किरदार निगेटिव शेड के हैं।,neutral,एक त फलम क सर करदर नगटव शड क ह,1
फिर भी अखिलेश जायसवाल के क्रिएटिव साहस की तारीफ करनी होगी कि उन्होंने एक फिल्म के माध्यम से 'मस्तराम' के महत्व को रेखांकित किया है।,neutral,फर भ अखलश जयसवल क करएटव सहस क तरफ करन हग क उनहन एक फलम क मधयम स मसतरम क महतव क रखकत कय ह,1
संदीप वर्मा ने मंजुनाथ की इस कहानी के लिए हिंदी फिल्मों के लोकप्रिय चेहरों का सहारा नहीं लिया है।,neutral,सदप वरम न मजनथ क इस कहन क लए हद फलम क लकपरय चहर क सहर नह लय ह,1
बस फिर इसके बाद तरह-तरह के तरीके आपको दूसरी डरावनी फिल्मों की याद दिलाते हैं।,neutral,बस फर इसक बद तरहतरह क तरक आपक दसर डरवन फलम क यद दलत ह,1
वह माइंडलेस मसाला फिल्मों पर तंज कसते हुए उन्हें आड़े हाथों लेती है।,neutral,वह मइडलस मसल फलम पर तज कसत हए उनह आड हथ लत ह,1
"निर्देशक सचिन कुंडालकर की फिल्म 'अइया' भी प्यार में डूबी एक लड़की की कहानी है, लेकिन यह प्यार लोगों को लुभाने के बजाए थकाता प्रतीत होता है।",neutral,नरदशक सचन कडलकर क फलम अइय भ पयर म डब एक लडक क कहन ह लकन यह पयर लग क लभन क बजए थकत परतत हत ह,1
उन कलाकारों की अदाकारी और लंबे समय तक हत्या का रहस्य बनाए रखने में कामयाब निर्देशक की सूझ-बूझ से फिल्म में रोचकता बनी रहती है।,neutral,उन कलकर क अदकर और लब समय तक हतय क रहसय बनए रखन म कमयब नरदशक क सझबझ स फलम म रचकत बन रहत ह,1
फिल्म का बैकग्राउंड स्कोर और गीत-संगीत उल्लेखनीय है।,neutral,फलम क बकगरउड सकर और गतसगत उललखनय ह,1
फिल्म का गीत-संगीत मधुर है और इन्हें भव्य तरीके से वीडियो म्यूजिक की तरह फिल्माया गया है।,neutral,फलम क गतसगत मधर ह और इनह भवय तरक स वडय मयजक क तरह फलमय गय ह,1
मगर इस बीच यह फिल्म अच्छा काम करती है।,neutral,मगर इस बच यह फलम अचछ कम करत ह,1
बालमन की निर्दोष संवेदना पर राजन खोसा ने समान संवेदनात्मक गहराई के साथ फिल्म बनाई है।,neutral,बलमन क नरदष सवदन पर रजन खस न समन सवदनतमक गहरई क सथ फलम बनई ह,1
ऐसा लगता है कि आलसी फिल्ममेकर ने यह बहाना ही बना लिया है कि फिल्म में सनी है तो बाकी सब अपने आप हो जाएगा।,neutral,ऐस लगत ह क आलस फलममकर न यह बहन ह बन लय ह क फलम म सन ह त बक सब अपन आप ह जएग,1
केदार शिंदे की फिल्म की शुरूआत अच्छी है,neutral,कदर शद क फलम क शरआत अचछ ह,1
इस फिल्म के संवाद भारतीय समाज के दैनंदिन जीवन में मुहावरों की तरह इस्तेमाल होते हैं।,neutral,इस फलम क सवद भरतय समज क दनदन जवन म महवर क तरह इसतमल हत ह,1
इंटरवल के बाद फिल्म उलझ जाती है।,neutral,इटरवल क बद फलम उलझ जत ह,1
अभिषेक चौबे की पहली फिल्म इश्किया मनोरंजक फिल्म है।,neutral,अभषक चब क पहल फलम इशकय मनरजक फलम ह,1
मुद्दस्सर अजीज के सुस्त निर्देशन के अलावा कमजोर संवाद फिल्म को कहीं खड़ा नहीं कर पाते। मूवी देखकर ही लगता है कि डायरेक्टर ने कहानी को बेवजह लंबा करने के लिए लोटस जैसे फिजूल करैक्टर और तारा व मोहित की जोड़ी को जबरन ठूंसा है।,neutral,मददससर अजज क ससत नरदशन क अलव कमजर सवद फलम क कह खड नह कर पत मव दखकर ह लगत ह क डयरकटर न कहन क बवजह लब करन क लए लटस जस फजल करकटर और तर व महत क जड क जबरन ठस ह,1
"किसी प्रकार की कोई गलतफहमी नहीं रहे, इसलिए विक्रम भट्ट ने फिल्म का नाम ही 'हॉरर स्टोरी' रख दिया।",neutral,कस परकर क कई गलतफहम नह रह इसलए वकरम भटट न फलम क नम ह हरर सटर रख दय,1
यह फिल्म टैक्स फ्री कर हिंदुस्तान के सभी दर्शकों को दिखानी चाहिए ताकि हम पाकिस्तान क े एक मुसलमान परिवार की व्यथा समझ सकें।,neutral,यह फलम टकस फर कर हदसतन क सभ दरशक क दखन चहए तक हम पकसतन क  एक मसलमन परवर क वयथ समझ सक,1
इस फिल्म को हम सिपल एडल्ट कॉमेडी की तरह ही देखें।,neutral,इस फलम क हम सपल एडलट कमड क तरह ह दख,1
अनुराग कश्यप की फिल्म 'अग्ली' के इस शीर्षक गीत को चैतन्य की भूमिका निभा रहे एक्टर विनीत कुमार सिंह ने लिखा है।,neutral,अनरग कशयप क फलम अगल क इस शरषक गत क चतनय क भमक नभ रह एकटर वनत कमर सह न लख ह,1
इस फिल्म की एक प्रासंगिक खासियत है।,neutral,इस फलम क एक परसगक खसयत ह,1
फिल्म के गीत-संगीत और सिनेमैटोग्राफी का जिक्र होना ही चाहिए।,neutral,फलम क गतसगत और सनमटगरफ क जकर हन ह चहए,1
लंदन से फिल्म डायरेक्शन की पढ़ाई पूरी कर वह मुंबई लौटता है।,neutral,लदन स फलम डयरकशन क पढई पर कर वह मबई लटत ह,1
इस फिल्म का सबसे माइनस पॉइंट यही है फिल्म की रफ्तार इतनी सुस्त है कि दर्शक उकताने लगते हैं। स्टार्ट टू फिनिश फिल्म में कोई ऐसा ट्विस्ट नहीं है जो दर्शकों को बांधने का दम रखता हो।,neutral,इस फलम क सबस मइनस पइट यह ह फलम क रफतर इतन ससत ह क दरशक उकतन लगत ह सटरट ट फनश फलम म कई ऐस टवसट नह ह ज दरशक क बधन क दम रखत ह,1
