review,sentiment,cleaned_reviews,Cluster
वे गहरा प्रभाव नहीं छोड़ पाते।,neutral,व गहर परभव नह छड़ पत,2
"चूंकि 'हवाईजादा' काल्पनिक कथा नहीं है, इसलिए भ्रम और गहरा होता है।",neutral,चक हवईजद कलपनक कथ नह ह इसलए भरम और गहर हत ह,2
श्रेयस तलपदे से बेहतर इसका उदाहरण हाल-फिलहाल के दिनों में शायद ही देखने को मिले।,neutral,शरयस तलपद स बहतर इसक उदहरण हलफलहल क दन म शयद ह दखन क मल,2
"इसके बावजूद अमिताभ बच्चन, संजीव कुमार और जया भादुड़ी को भी समान दृश्य और महत्व दिया गया।",neutral,इसक बवजद अमतभ बचचन सजव कमर और जय भदड़ क भ समन दशय और महतव दय गय,2
भाव प्रदर्शन और संवाद अदायगी में वह पिछड़ जाती हैं।,neutral,भव परदरशन और सवद अदयग म वह पछड़ जत ह,2
और तो और कड़े शब्दों का इस्तेमाल कर वो किसी को भी उसके प्यार की याद दिलाता है।,neutral,और त और कड शबद क इसतमल कर व कस क भ उसक पयर क यद दलत ह,2
संयोग से वह मुंबई आता है और फिर उसकी नई जिंदगी आरंभ होती है।,neutral,सयग स वह मबई आत ह और फर उसक नई जदग आरभ हत ह,2
"नयापन उनके किरदार पीके में है, जो 'कोई मिल गया' में जादू के रूप में आ चुका है।",neutral,नयपन उनक करदर पक म ह ज कई मल गय म जद क रप म आ चक ह,2
गीत लिखे हैं अनविता दत्त ने।,neutral,गत लख ह अनवत दतत न,2
"तर्क, कंटीन्यूटी और कथाविस्तार की बारीकियों में जाने पर उलझ जाने का खतरा रहेगा।",neutral,तरक कटनयट और कथवसतर क बरकय म जन पर उलझ जन क खतर रहग,2
"वे लतीफों को दृश्य बनाने में माहिर हैं, जिन्हें रोहित शेट्टी रोचक, रंगीन और झिलमिल तरीके से चित्रित करते हैं।",neutral,व लतफ क दशय बनन म महर ह जनह रहत शटट रचक रगन और झलमल तरक स चतरत करत ह,2
निश्चित ही उन्होंने इस किरदार को खास बना दिया है।,neutral,नशचत ह उनहन इस करदर क खस बन दय ह,2
सुशांत सिंह राजपूत उम्दा अभिनेता के तौर पर उभर कर आते हैं।,neutral,सशत सह रजपत उमद अभनत क तर पर उभर कर आत ह,2
सब कुछ बदल जाता है।,neutral,सब कछ बदल जत ह,2
चोरों के परिवार के 72 सिंह नकली पुलिस का काम बहादुरी से अंजाम देता है।,neutral,चर क परवर क  सह नकल पलस क कम बहदर स अजम दत ह,2
अनेक पॉपुलर  डायरेक्टर का प्रभाव दिखता है।,neutral,अनक पपलर  डयरकटर क परभव दखत ह,2
उन्हें पर्याप्त दृश्य मिले हैं एक्शन और इमोशन के..जिन्हें वे स्टायल की बलि चढ़ा देते हैं।,neutral,उनह परयपत दशय मल ह एकशन और इमशन कजनह व सटयल क बल चढ दत ह,2
उनके सामने भी अमर जोशी मजबूरियां रही होंगी।,neutral,उनक समन भ अमर जश मजबरय रह हग,2
होमी अदजानिया निर्देशित कॉकटेल  की कहानी इम्तियाज अली ने लिखी है।,neutral,हम अदजनय नरदशत ककटल  क कहन इमतयज अल न लख ह,2
यह उन्‍होंने जिस आधार पर कहा उसी वंशवाद के विरोध का ढोल राहुल गांधी पीट रहे हैं।,neutral,यह उनहन जस आधर पर कह उस वशवद क वरध क ढल रहल गध पट रह ह,2
"वह साथ में इस बात की भी तस्दीक करती है कि पत्र को खोला न जाए, लेकिन, लोकेश यानी लकी के अंदर बदमाशी का कीड़ा है।",neutral,वह सथ म इस बत क भ तसदक करत ह क पतर क खल न जए लकन लकश यन लक क अदर बदमश क कड़ ह,2
भावनात्मक आवेश में स्थितियां अनियंत्रित होती हैं और अनचाहे परिणाम दे जाती हैं।,neutral,भवनतमक आवश म सथतय अनयतरत हत ह और अनचह परणम द जत ह,2
हर्षित सक्सेना और संजीव-दर्शन की संगीत प्रभावहीन है।,neutral,हरषत सकसन और सजवदरशन क सगत परभवहन ह,2
"पर अभिनेता से अधिक दोषी लेखक और निर्देशक है, जो शूटिंग के समय उन्हें सचेत नहीं करते।",neutral,पर अभनत स अधक दष लखक और नरदशक ह ज शटग क समय उनह सचत नह करत,2
कुंदन के स्वभाव को समझने के लिए इस नाम के शाब्दिक और लाक्षणिक अर्थ को भी समझना होच्च।,neutral,कदन क सवभव क समझन क लए इस नम क शबदक और लकषणक अरथ क भ समझन हचच,2
उसके बाद वह सपनों के शहर मुंबई आता है।,neutral,उसक बद वह सपन क शहर मबई आत ह,2
हमनी' तो भोजपुरी है।,neutral,हमन त भजपर ह,2
उसे चुनौती या मुसीबत के रूप में पेश ही नहीं किया गया है।,neutral,उस चनत य मसबत क रप म पश ह नह कय गय ह,2
उन्होंने कुल 32 कहानियां लिखी थीं।,neutral,उनहन कल  कहनय लख थ,2
मुंबई के बाहर एक छोटे शहर के कुछ किरदारों को उनके माहौल में देखना एक नया अनुभव देता है।,neutral,मबई क बहर एक छट शहर क कछ करदर क उनक महल म दखन एक नय अनभव दत ह,2
सामान्य सी कहानी है।,neutral,समनय स कहन ह,2
रूढि़वादी हकीम साहब अपनी बेटियों को पर्दानशीं रखते हैं।,neutral,रढवद हकम सहब अपन बटय क परदनश रखत ह,2
"इस कहानी में अवसाद भी है,लेकिन वह 'देवदास' की तरह दुखी नहीं करता।",neutral,इस कहन म अवसद भ हलकन वह दवदस क तरह दख नह करत,2
यह ग्लैमर जगत में नाम और दाम कमाने को संघर्षरत दो शख्स दानिश(धनुष) और अमिताभ सिन्हा(अमिताभ बच्चन) की गाथा है।,neutral,यह गलमर जगत म नम और दम कमन क सघरषरत द शखस दनशधनष और अमतभ सनहअमतभ बचचन क गथ ह,2
"किसान की कहानी के कई दृश्य दिल को छूते है , वहीं पंजाब के छोटे से गांव की रिअल लोकेशन पर फिल्माई फटॉग्रफी बेहतरीन है। सुहेल की तारीफ करनी चाहिए कि उन्होंने किसान जैसे सब्जेक्ट पर फिल्म बनाई।",neutral,कसन क कहन क कई दशय दल क छत ह  वह पजब क छट स गव क रअल लकशन पर फलमई फटगरफ बहतरन ह सहल क तरफ करन चहए क उनहन कसन जस सबजकट पर फलम बनई,2
"फ्रंट में चल रही इस कहानी के पीछे एक बड़ी कहानी चल रही होती है, जिसमें गटर में समा रहे बॉम्बे का भविष्य तय किया जा रहा है।",neutral,फरट म चल रह इस कहन क पछ एक बड कहन चल रह हत ह जसम गटर म सम रह बमब क भवषय तय कय ज रह ह,2
उन्होंने साहसी कदम उठाया है और अपने दो पुराने मौलिक प्रयासों की तरह इस बार भी सफल कोशिश की है।,neutral,उनहन सहस कदम उठय ह और अपन द परन मलक परयस क तरह इस बर भ सफल कशश क ह,2
उनकी व्याख्या की चपेट में इंसान फंसते हैं और आतंकवाद का कारोबार चलता रहता है।,neutral,उनक वयखय क चपट म इसन फसत ह और आतकवद क करबर चलत रहत ह,2
"बाद के दृश्यों में निर्देशक विक्की ड्रायवर के किरदार में लिप्त हो गए हैं, इसलिए असर थोड़ा कम हो जाता है।",neutral,बद क दशय म नरदशक वकक डरयवर क करदर म लपत ह गए ह इसलए असर थड कम ह जत ह,2
"ट्रेन सिक्वेंस में लट्ठों का गिरना, फाइट सिक्वेंस में गोलियों चलना, होली के दृश्य में रंगों का उड़ना, क्लाइमेक्स में हेमा मालिनी का डांस और उसके पहले गब्बर के गैंग से जूझते अमिताभ बच्चन ़ ़ ़इन सभी प्रसंगों में 3 डी प्रभावशाली है।",neutral,टरन सकवस म लटठ क गरन फइट सकवस म गलय चलन हल क दशय म रग क उड़न कलइमकस म हम मलन क डस और उसक पहल गबबर क गग स जझत अमतभ बचचन   इन सभ परसग म  ड परभवशल ह,2
चारों अपने बलिदान से नक्सली नेता का हृदय परिव‌र्त्तन करने में सफल रहते हैं।,neutral,चर अपन बलदन स नकसल नत क हदय परवरततन करन म सफल रहत ह,2
"लालच और उपभोक्तावाद के इस दौर में मंजुनाथ की ईमानदारी और निष्ठा पर अधिकांश व्यक्तियों की यही प्रतिक्रिया होगी, 'इडियट था साला'।",neutral,ललच और उपभकतवद क इस दर म मजनथ क ईमनदर और नषठ पर अधकश वयकतय क यह परतकरय हग इडयट थ सल,2
हवाईजादा' में गीतों के अत्यधिक उपयोग से कथा की गति बाधित होती है।,neutral,हवईजद म गत क अतयधक उपयग स कथ क गत बधत हत ह,2
"अनुपम खेर के एक्सप्रेशन और बॉडी लैंग्वेज के ठहराव, विराम और अंतर का अध्ययन किया जा सकता है।",neutral,अनपम खर क एकसपरशन और बड लगवज क ठहरव वरम और अतर क अधययन कय ज सकत ह,2
पता चलता है कि इस अभियान में दोनों मजहबों के प्रतिनिधि दूसरे पक्ष के हमदर्द बन जाते हैं।,neutral,पत चलत ह क इस अभयन म दन मजहब क परतनध दसर पकष क हमदरद बन जत ह,2
प्रदीप सरकार 'परिणीता' के बाद के दो असफल प्रयासों के पश्चात 'मर्दानी' में रानी मुखर्जी की मदद से थोड़े रंग मे दिखते हैं।,neutral,परदप सरकर परणत क बद क द असफल परयस क पशचत मरदन म रन मखरज क मदद स थड रग म दखत ह,2
मुल्तान और सियालकोट से चिम्मन और बलराज आगे-पीछे मुंबई पहुंचते हैं।,neutral,मलतन और सयलकट स चममन और बलरज आगपछ मबई पहचत ह,2
अनुपम खेर और पीयूष मिश्रा ने अपने किरदारों को समझा है।,neutral,अनपम खर और पयष मशर न अपन करदर क समझ ह,2
माना जाता है कि किसी हीरो को अगर दर्शक इन अदाओं में पसंद कर लेते हैं तो वह पॉपुलर हो जाता है।,neutral,मन जत ह क कस हर क अगर दरशक इन अदओ म पसद कर लत ह त वह पपलर ह जत ह,2
21वीं सदी में ऐसे प्रेमी की कल्पना आनंद राय ही कर सकते थे।,neutral,व सद म ऐस परम क कलपन आनद रय ह कर सकत थ,2
"वे लिखते हैं, जिसकी चादर हम से छोटी, उसकी चादर छीन ली, जिस भी छत पर चढ़ गए हम, उसकी सीढ़ी तोड़ दी...या फिल्म के अंतिम भाव विह्वल दृश्य में बेटी के मासूम सवालों में उनके शब्द संगदिल दर्शकों के सीने में सूइयों की तरह चुभते हैं।",neutral,व लखत ह जसक चदर हम स छट उसक चदर छन ल जस भ छत पर चढ गए हम उसक सढ तड दय फलम क अतम भव वहवल दशय म बट क मसम सवल म उनक शबद सगदल दरशक क सन म सइय क तरह चभत ह,2
कदम-कदम पर उसे लूजर और बेवकूफ कहा जाता है।,neutral,कदमकदम पर उस लजर और बवकफ कह जत ह,2
आयुष्मान खुराना ने राम की नौटंकी को अच्छी तरह पर्दे पर जीवंत किया है।,neutral,आयषमन खरन न रम क नटक क अचछ तरह परद पर जवत कय ह,2
वह किरदार की भावनाओं को व्यक्त करता है।,neutral,वह करदर क भवनओ क वयकत करत ह,2
सैम की संगत में डरपोक पृथ्वी के जमीर की अग्निपरीक्षा प्रारंभ हो  जाती है।,neutral,सम क सगत म डरपक पथव क जमर क अगनपरकष पररभ ह  जत ह,2
अनुकूल संवाद लिखें हैं।,neutral,अनकल सवद लख ह,2
"एक दस्तावेज जॉन के हाथ लगता है, जो गौतम (रणदीप हुड्डा) के लिए जरूरी है।",neutral,एक दसतवज जन क हथ लगत ह ज गतम रणदप हडड क लए जरर ह,2
"बस, मसालों को बेमेल तरीके से डाल दिया गया है।",neutral,बस मसल क बमल तरक स डल दय गय ह,2
उन्होंने चालू किस्म के दृश्यों में भी ताजगी ला दी है।,neutral,उनहन चल कसम क दशय म भ तजग ल द ह,2
दोनों एक समय के बाद नीरस और अप्रभावी हो जाते हैं।,neutral,दन एक समय क बद नरस और अपरभव ह जत ह,2
"संतोषी ने इन सहयोगी भूमिकाओं में मुकेश तिवारी, संजय मिश्रा, सौरभ शुक्ला और जाकिर हुसैन जैसे उम्दा कलाकारों से अच्छा काम लिया है।",neutral,सतष न इन सहयग भमकओ म मकश तवर सजय मशर सरभ शकल और जकर हसन जस उमद कलकर स अचछ कम लय ह,2
मंदी की वजह से दोनों की बदहाली शुरू होती है।,neutral,मद क वजह स दन क बदहल शर हत ह,2
नायिका के तौर पर अमृत मघेरा ने उनका बराबर साथ दिया है।,neutral,नयक क तर पर अमत मघर न उनक बरबर सथ दय ह,2
"उन्होंने बनारस के रंग, तंज, तेजाबी प्रवृति और चरित्रों को दृश्यों ,शब्दों और संवादों में तीक्ष्णता से उतारा है।",neutral,उनहन बनरस क रग तज तजब परवत और चरतर क दशय शबद और सवद म तकषणत स उतर ह,2
नु कपूर और ओम पुरी के युगल दृश्य  अच्छे बने पड़े हैं।,neutral,न कपर और ओम पर क यगल दशय  अचछ बन पड ह,2
उसे नीरज कबी ने यथासंभव कहानी के बदलते मोड़ों के साथ प्रस्तुत किया है।,neutral,उस नरज कब न यथसभव कहन क बदलत मड क सथ परसतत कय ह,2
यशपाल शर्मा ने कस्बाई माफिया की मानसिकता को आत्मसात कर गोलू गोयल के किरदार को विश्वसनीय बना दिया है।,neutral,यशपल शरम न कसबई मफय क मनसकत क आतमसत कर गल गयल क करदर क वशवसनय बन दय ह,2
दर्शकों को जबरन सीट से बांधे रखने के लिए कहानी नॉन-लीनियर तरीके से बयां की गई है।,neutral,दरशक क जबरन सट स बध रखन क लए कहन ननलनयर तरक स बय क गई ह,2
बचपन में ही कुंदन की दुआ जोया की नमाज में पूरी होती दिखती है।,neutral,बचपन म ह कदन क दआ जय क नमज म पर हत दखत ह,2
उन्होंने इस किरदार को हमेशा की तरह गहराई से समझा है।,neutral,उनहन इस करदर क हमश क तरह गहरई स समझ ह,2
"मीरा बनी सनी लियोनी एक दृश्य में बोलती भी हैं, 'ग्लैमर वर्ल्ड में सक्सेस का शॉर्ट कट, शॉर्ट स्कर्ट है।'",neutral,मर बन सन लयन एक दशय म बलत भ ह गलमर वरलड म सकसस क शरट कट शरट सकरट ह,2
उनके समाधान की कोशिश भी करती है।,neutral,उनक समधन क कशश भ करत ह,2
रवि किशन की भाषा बार-बार फिसलती है और हरियाणवी की जगह खड़ी हिंदी हो जाती है।,neutral,रव कशन क भष बरबर फसलत ह और हरयणव क जगह खड हद ह जत ह,2
वह पत्र खोल लेता है।,neutral,वह पतर खल लत ह,2
इस से बकरा परिवार में रहने के साथ ही आमदनी का जरिया भी बन जाता है।,neutral,इस स बकर परवर म रहन क सथ ह आमदन क जरय भ बन जत ह,2
"विक्की की दादी और मां की शराबनोशी और उस दरम्यान चल रही बातों पर हंसी आती है, लेकिन उनके संघर्ष और अकेलेपन का दर्द भी महसूस होता है।",neutral,वकक क दद और म क शरबनश और उस दरमयन चल रह बत पर हस आत ह लकन उनक सघरष और अकलपन क दरद भ महसस हत ह,2
"गट्टू का बचपन वंचित है, लेकिन उसके उत्साह और जोश में बच्चों की ढीठता है।",neutral,गटट क बचपन वचत ह लकन उसक उतसह और जश म बचच क ढठत ह,2
कम लाइट में शूट किए गए कुछ सीन भी दिक्कत का कारण बन सकते हैं क्योंकि 3डी से देखते समय इमेज और भी मद्दम हो जाती है।,neutral,कम लइट म शट कए गए कछ सन भ दककत क करण बन सकत ह कयक ड स दखत समय इमज और भ मददम ह जत ह,2
इस जिंदगी में तर्क और कारण न खोजें।,neutral,इस जदग म तरक और करण न खज,2
इमोशनल दृश्यों को आमिर खान अच्छी तरह निभा ले जाते हैं।,neutral,इमशनल दशय क आमर खन अचछ तरह नभ ल जत ह,2
लगता है राजन खोसा ने बच्चों के साथ एक्टिंग वर्कशॉप कर उन्हें साधा है।,neutral,लगत ह रजन खस न बचच क सथ एकटग वरकशप कर उनह सध ह,2
अन्यथा एक डिटेक्टिव स्टोरी तो है ही।,neutral,अनयथ एक डटकटव सटर त ह ह,2
इसकी वजह से एक्शन के दो दृश्य बढ़ गए हैं और इमोशन जगाने का बहाना मिल गया है।,neutral,इसक वजह स एकशन क द दशय बढ गए ह और इमशन जगन क बहन मल गय ह,2
"इस प्रकार पिछले बीस सालों में हिंदी सिनेमा के कथ्य और तकनीक में जो भी विकास और प्रगति है, उन्हें साजिद खान ने सिरे से नकार और नजरअंदाज कर दिया है।",neutral,इस परकर पछल बस सल म हद सनम क कथय और तकनक म ज भ वकस और परगत ह उनह सजद खन न सर स नकर और नजरअदज कर दय ह,2
"वास्तु,सड़क और वेशभूषा में पूरी मेहनत की गई है।",neutral,वसतसडक और वशभष म पर महनत क गई ह,2
स्वानंद किरकिरे ने अपनी प्रतिष्ठा के मुताबिक सीन को आगे बढ़ाने में मदद करने वाले गाने लिखे हैं।,neutral,सवनद करकर न अपन परतषठ क मतबक सन क आग बढन म मदद करन वल गन लख ह,2
छात्र राजनीति और जेएनयू के छात्र जीवन से वाकिफ दर्शकों के लिए ये घटनाएं अपेक्षाकृत सिनेमाई आजादी के सहारे गढ़ी गई है।,neutral,छतर रजनत और जएनय क छतर जवन स वकफ दरशक क लए य घटनए अपकषकत सनमई आजद क सहर गढ गई ह,2
पटकथा लेखक जोनॉथन नोलान और कैमरामैन वॉली फिशर भी प्रशंसा के हकदार हैं।,neutral,पटकथ लखक जनथन नलन और कमरमन वल फशर भ परशस क हकदर ह,2
धनुष की निर्मल और स्वच्छ अभिनय कुंदन के किरदार को प्रिय और विश्वसनीय बना देता है।,neutral,धनष क नरमल और सवचछ अभनय कदन क करदर क परय और वशवसनय बन दत ह,2
एक्शन दृश्यों में सलमान ने खूब मेहनत की है।,neutral,एकशन दशय म सलमन न खब महनत क ह,2
तब आंकड़ों में पैसों की नहीं दर्शकों की गिनती होती थी।,neutral,तब आकड़ म पस क नह दरशक क गनत हत थ,2
तीनों मुख्य किरदारों के स्वभाव और सोच में परिव‌र्त्तन आता है।,neutral,तन मखय करदर क सवभव और सच म परवरततन आत ह,2
उन्होंने अपनी सीमाओं में निराश नहीं किया है।,neutral,उनहन अपन समओ म नरश नह कय ह,2
अक्षय कुमार ने कल्पित दृश्यों में अपनी छवि और उम्र की परवाह न करते हुए बचकानी हरकतें की हैं।,neutral,अकषय कमर न कलपत दशय म अपन छव और उमर क परवह न करत हए बचकन हरकत क ह,2
उन्होंने उत्तर भारत के कड़वे यथार्थ को तंजिया तरीके से पेश किया है।,neutral,उनहन उततर भरत क कडव यथरथ क तजय तरक स पश कय ह,2
वह प्रेम और रिश्तों में यकीन नहीं करता।,neutral,वह परम और रशत म यकन नह करत,2
गीत अमिताभ भट्टाचार्य के हैं और संगीत अमित त्रिवेदी के।,neutral,गत अमतभ भटटचरय क ह और सगत अमत तरवद क,2
उन्होंने असिस्टेंट डायरेक्टर यानी एडी की भूमिका का निर्वहन किया है।,neutral,उनहन अससटट डयरकटर यन एड क भमक क नरवहन कय ह,2
एक-दूसरे के लिए त्याग कर रही लड़कियों के व्यवहार को देख कर हंसी आती है।,neutral,एकदसर क लए तयग कर रह लडकय क वयवहर क दख कर हस आत ह,2
फिल्म का एक किरदार जब ताने मारने के साथ सनी को छेड़ता है और चुनौती देता है तो वह पोर्नो के लिए उपयोगी 'आह..उह' का प्रदर्शन करती है और चुनौती देती है कि जरा वैसा अभिनय कर के दिखाए।,neutral,फलम क एक करदर जब तन मरन क सथ सन क छडत ह और चनत दत ह त वह परन क लए उपयग आहउह क परदरशन करत ह और चनत दत ह क जर वस अभनय कर क दखए,2
विशाल भारद्वाज शब्द और दृश्य के धनी फिल्मकार हैं।,neutral,वशल भरदवज शबद और दशय क धन फलमकर ह,2
वे मौजूद कहानी भी ढंग से अभिव्यक्त  नहीं कर पाते।,neutral,व मजद कहन भ ढग स अभवयकत  नह कर पत,2
वे इसमें सफल भी रहे।,neutral,व इसम सफल भ रह,2
दूसरी तरफ नवाजुद्दीन सिद्दीकी की फितरत प्रभावित करती है।,neutral,दसर तरफ नवजददन सददक क फतरत परभवत करत ह,2
यशराज फिल्म्स अगर इस कंसेप्ट पर किसी एंटरटेनमेंट चैनल के लिए सभी लड़कियों के साथ सीरियल बनाए तो उसे टीआरपी मिल सकती है।,neutral,यशरज फलमस अगर इस कसपट पर कस एटरटनमट चनल क लए सभ लडकय क सथ सरयल बनए त उस टआरप मल सकत ह,2
नए कलाकारों ने अपनी भूमिकाओं में स्वतंत्र मेहनत की है।,neutral,नए कलकर न अपन भमकओ म सवततर महनत क ह,2
खैर विपुल का दांव सटीक बैठा,neutral,खर वपल क दव सटक बठ,2
उनका इलाका नक्सल प्रभावित है।,neutral,उनक इलक नकसल परभवत ह,2
कुछ नए दृश्य गढ़े हैं।,neutral,कछ नए दशय गढ ह,2
बजाए सिनेमा के एक टुकड़े के।,neutral,बजए सनम क एक टकड क,2
उन्हें अपनी कहानी के लिए आगरा-मथुरा की पूष्ठभूमि समीचीन लगती है।,neutral,उनह अपन कहन क लए आगरमथर क पषठभम समचन लगत ह,2
उनके बारे में ज्यादा न जानने से अपरिचय भाव बना रहता है।,neutral,उनक बर म जयद न जनन स अपरचय भव बन रहत ह,2
उनकी सेक्सुएलिटी का दोहन किया जाता है।,neutral,उनक सकसएलट क दहन कय जत ह,2
सेट और लोकेशन से उन्नीसवीं सदी के माहौल को पर्दे पर उतारा है।,neutral,सट और लकशन स उननसव सद क महल क परद पर उतर ह,2
"पूजा साल्वी, गेलिन मेंडोसा और एवलिन शर्मा उम्मीद जगाती हैं।",neutral,पज सलव गलन मडस और एवलन शरम उममद जगत ह,2
माई नेम इज खान ' में यह बात नहीं है।,neutral,मई नम इज खन  म यह बत नह ह,2
"सेर और छटाक जैसे संवाद बोलने मात्र से फिल्म पीरियड हो जाती है तो कोस, मील, कट्ठा, बीघा शब्द भी इस्तेमाल कर लेते।",neutral,सर और छटक जस सवद बलन मतर स फलम परयड ह जत ह त कस मल कटठ बघ शबद भ इसतमल कर लत,2
अंशुमन झा को इस तरह के किरदार करने से बचना चाहिए।,neutral,अशमन झ क इस तरह क करदर करन स बचन चहए,2
ऋषि कपूर के बोले अंकों से संबंधित मुहावरों के अंक कम-ज्यादा कर लेखक ने उन्हें नया आयाम और हास्यपूर्ण अर्थ दे दिया है।,neutral,ऋष कपर क बल अक स सबधत महवर क अक कमजयद कर लखक न उनह नय आयम और हसयपरण अरथ द दय ह,2
उन्होंने रघु के बदलते भावों को व्यक्त करने में अच्छी-खासी मेहनत की है।,neutral,उनहन रघ क बदलत भव क वयकत करन म अचछखस महनत क ह,2
वह उसे मार देती है।,neutral,वह उस मर दत ह,2
ऐसा प्रतीत होता है कि इस प्रेम में वे कई बारी अतिवादी अप्रोच अपनाते हैं।,neutral,ऐस परतत हत ह क इस परम म व कई बर अतवद अपरच अपनत ह,2
यह दर्शकों को भरपूर आनंद देगी।,neutral,यह दरशक क भरपर आनद दग,2
मां कहती है-क्यों पुराने चावल मे कीड़े ढ़ूंढ रहा है।,neutral,म कहत हकय परन चवल म कड ढढ रह ह,2
"इस ड्रामे में रोजी, जिम्मी  मिस्त्री और मेहता शामिल होते हैं।",neutral,इस डरम म रज जमम  मसतर और महत शमल हत ह,2
"और कैसे पढे-लिखे, समझदार, देश-प्रदेश के कर्णधार इन पिटी हुई कहानियों पर लिखी कथा पर काम कर अभिनय करने को तैयार हो जाते हैं।",neutral,और कस पढलख समझदर दशपरदश क करणधर इन पट हई कहनय पर लख कथ पर कम कर अभनय करन क तयर ह जत ह,2
राजकुमार गुप्ता ने दैनंदिन जीवन में हास्य चुना है।,neutral,रजकमर गपत न दनदन जवन म हसय चन ह,2
और यहां उसकी मुलाकात पीके से हो जाती है।,neutral,और यह उसक मलकत पक स ह जत ह,2
वे गीत-संगीत के जरिए समाज में प्रेम और सौहार्द्र फैलाने का काम करते हैं।,neutral,व गतसगत क जरए समज म परम और सहरदर फलन क कम करत ह,2
सभी किसी न किसी प्रपंच में लगे हुए हैं।,neutral,सभ कस न कस परपच म लग हए ह,2
उन्होंने आज के कलाकरों को उस काल के किरदारों में ढाल दिया है।,neutral,उनहन आज क कलकर क उस कल क करदर म ढल दय ह,2
पटकथा अनेक स्थानों पर कमजोर पड़ती है।,neutral,पटकथ अनक सथन पर कमजर पडत ह,2
निश्चित ही मनोज बाजपेयी ने मुख्य किरदार को बखूबी निभाया है।,neutral,नशचत ह मनज बजपय न मखय करदर क बखब नभय ह,2
फटा पोस्टर निकला हीरो' में राजकुमार संतोषी किसी प्रकार की चालाकी या ढोंग नहीं करते।,neutral,फट पसटर नकल हर म रजकमर सतष कस परकर क चलक य ढग नह करत,2
"थोड़ा धैर्य रखें तो थिएटर से निकलते समय एहसास होगा कि स्वस्थ कामेडी देख कर निकल रहे हैं, लेकिन 'जंकफूड' के इस दौर में 'हेल्दी फूड' की मांग और स्वीकृति थोड़ी कम होती है।",neutral,थड़ धरय रख त थएटर स नकलत समय एहसस हग क सवसथ कमड दख कर नकल रह ह लकन जकफड क इस दर म हलद फड क मग और सवकत थड़ कम हत ह,2
उसके हालात और परवरिश ही उसके वर्तमान के कारण होते हैं।,neutral,उसक हलत और परवरश ह उसक वरतमन क करण हत ह,2
शोले' की कहानी सामान्य सी थी।,neutral,शल क कहन समनय स थ,2
एक सिक्वेंस खत्म होने के थोड़ी देर बाद ही दूसरा सिक्वेंस या गाना आ जाता है।,neutral,एक सकवस खतम हन क थड़ दर बद ह दसर सकवस य गन आ जत ह,2
वह चंद मुलाकातों में ही स्पष्ट कर देता है कि वह बलराज का इस्तेमाल करेगा।,neutral,वह चद मलकत म ह सपषट कर दत ह क वह बलरज क इसतमल करग,2
अर्जुन रामपाल और चित्रांगदा सिंह ने अपने किरदारों को सही तरीके से पर्दे पर उतारा है।,neutral,अरजन रमपल और चतरगद सह न अपन करदर क सह तरक स परद पर उतर ह,2
मौसी को अपनी पैरॉट फिश और मनी प्लांट प्रिय है।,neutral,मस क अपन परट फश और मन पलट परय ह,2
कहानी दिल्ली से शुरू होकर दिल्ली में खत्म होती है।,neutral,कहन दलल स शर हकर दलल म खतम हत ह,2
वे स्थानीय स्तुर पर ‘हम किसी से कम नहीं’ कंपीटिशन में हिस्सा लेते हैं।,neutral,व सथनय सतर पर हम कस स कम नह कपटशन म हसस लत ह,2
उन्होंने अपने किरदारों को सहज स्थितियों में रखा है और खास चुटीले अंदाज में गांव में चल रही मिलीभगत को पेश कर दिया है।,neutral,उनहन अपन करदर क सहज सथतय म रख ह और खस चटल अदज म गव म चल रह मलभगत क पश कर दय ह,2
बॉस मैन के रूप में नसीरुद्दीन शाह ने अपनी खूबियों से किरदार को खास बनाया है।,neutral,बस मन क रप म नसरददन शह न अपन खबय स करदर क खस बनय ह,2
